Player Name,Row Labels,Count of Season,GP,G,A,P,plusMinus,PIM,HIT,HTT,SHT,SB,MP,PPG,PPA,PPP,PPS,PPM,PKG,PKA,PKP,PKS,PKM,GWG,GTG,FOT,ENG,HT,PSG,PSA,FW,FL,FD,FOWQ,,
Mike Williams,2,9,1,1,2,-3,6,0,10,0,5,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0
Mikhail Klando,2,27,1,9,10,-2,6,0,40,53,19,0,0,3,479,0,1,1,1,49,0,0,0,1,19,1,0,535,0,0,0,0,0,0,0,7
Nathan Hoffman,1,12,1,3,4,-3,10,,17,,24,,,9,,,,,,,,,,,,,,,,,,,,0,0,0
Oliver Klozoff,7,50,1,6,7,-15,24,0,49,9,32,3,6,78,835.5666667,0,0,0,0,5.85,0,0,0,0,56.6,0,0,0,0,0,0,0,0,,,
Osbert Whacker,5,34,1,3,4,-17,4,0,27,13,11,3,11,28,510.8333333,0,0,0,0,0,0,0,0,0,25.8,1,0,0,0,0,0,0,0,0,0,8
Pal Vikingstod,3,35,1,13,14,1,41,5,80,36,19,0,0,41,690,0,5,5,8,46,0,1,1,0,77,1,0,0,0,0,0,0,1,0,0,240
Petr Mikulak,4,27,1,1,2,-10,4,0,15,13,27,12,19,6,346.7666667,0,0,0,0,4,0,0,0,0,7.45,0,1,23,0,0,0,0,0,0,0,32
Pierre Laroche-Durocher,1,17,1,0,1,1,2,0,21,5,5,0,2,12,246,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,548
Przemyslaw Brzeszczyczkiewicz,1,15,1,3,4,1,0,0,10,6,23,5,16,3,218,0,0,0,0,0,0,0,0,0,4,0,0,16,0,0,0,0,0,0,0,0
R.J. Shooter,1,5,1,0,1,-2,2,,3,,9,,,0,,,,,,,,,,,,,,,,,,,,0,,0
Radislav Hrivik,1,11,1,3,4,2,15,,9,,11,,,7,,,,,,,,,,,,,,,,,,,,0,1,229
Randy Bobandy,4,53,1,12,13,5,12,0,29,19,6,0,0,31,550,0,3,3,1,24,0,0,0,0,29,1,0,0,0,0,0,0,0,,,
Reggie Williams,1,11,1,3,4,2,8,0,24,13,11,0,0,0,156,0,0,0,0,0,0,0,0,0,0,1,0,170,0,0,0,0,0,0,2,1
Riley Raycroft,1,6,1,6,7,1,14,,9,,13,,,3,,,,,,,,,,,,,,,,,,,,1,3,794
Robin Karlsson,2,16,1,1,2,-3,0,0,5,16,18,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0,0,0,0,663
Romualds Loks,3,19,1,6,7,-1,0,0,17,20,50,10,43,3,343,0,0,0,3,16,0,0,0,0,2,0,0,17,0,0,0,0,0,0,0,0
Ryan Dumoulin,1,14,1,2,3,4,19,,9,,13,,,13,,,,,,,,,,,,,,,,,,,,0,0,1
Sachimo Zoidberg,2,22,1,11,12,7,18,0,59,24,12,0,0,29,470,0,3,3,7,51,0,0,0,0,50,0,0,0,1,0,0,0,0,0,,441
Samuel Mcvay,3,20,1,0,1,-3,0,0,0,5,3,0,1,0,41,0,0,0,0,0,0,0,0,0,1,0,0,47,0,0,0,0,0,0,0,34
Saoul Commeunebotte,2,31,1,4,5,-10,14,0,54,45,40,0,0,8,488,1,0,1,5,42,0,0,0,0,22,0,0,40,0,0,0,0,0,0,0,0
Satoshi Zizagooney,5,57,1,6,7,-7,12,0,24,17,32,16,17,60,755.9833333,0,0,0,1,11.31666667,0,0,0,0,10.16666667,0,0,0,0,0,0,0,0,0,3,0
Sean Gallagher,1,16,1,2,3,-3,5,,28,,20,,,17,,,,,,,,,,,,,,,,,,,,0,1,43
Sekkusu Gan,2,16,1,2,3,-5,2,0,6,5,12,0,0,2,77,0,0,0,0,1,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,12
Sepp Reiter,1,5,1,1,2,-1,0,0,3,8,7,0,0,0,76,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
Shouta Aizawa,3,23,1,0,1,-9,0,0,5,9,9,0,9,3,113,0,0,0,0,1,0,0,0,0,0,0,0,127,0,0,0,0,0,1,1,0
Slatt Potts,4,24,1,9,10,-10,7,,10,,34,,,22,412.55,0,0,0,,2,0,0,0,,1.85,0,,1,,,,,0,0,0,0
Slip McScruff,6,57,1,15,16,-13,26,0,158,34,56,4,17,130,1268,1,3,4,15,61.78333333,0,0,0,0,88.56666667,0,0,0,0,0,0,0,0,,,
Soren Kierkegaard,4,51,1,1,2,3,0,0,0,1,7,2,5,0,102,0,0,0,0,0,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0
Stan Hanson,2,11,1,1,2,-9,5,,20,,5,,,13,157.5,0,0,0,,4.083333333,0,0,0,,0.383333333,0,,118,,,,,1,0,3,165
Steven Stamkos,2,25,1,2,3,0,12,0,3,1,13,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,,,
Svatoslav Bodnar,2,15,1,4,5,3,22,0,35,10,5,4,2,29,256,0,0,0,0,1,0,0,0,0,23,0,0,0,0,0,0,0,0,1,3,1146
Sven Yxskaft,2,11,1,3,4,-8,2,,12,,15,,,20,267.3833333,0,1,1,,13.51666667,0,0,0,,9.65,0,,0,,,,,0,0,0,0
Teemu Nurmi,1,11,1,5,6,0,5,5,0,11,18,0,0,9,271,1,0,1,12,34,0,0,0,0,22,0,0,0,0,0,0,0,0,1,0,216
Theodore Graham,1,5,1,2,3,-6,10,0,18,4,2,0,0,7,116,1,0,1,1,18,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Thomas Anderson,1,14,1,1,2,5,6,0,13,7,5,0,0,2,160,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,5
Ti-Guy Emond,2,19,1,2,3,6,43,5,64,17,12,1,3,20,381,0,0,0,2,40,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0
Tokek Takshak,6,65,1,20,21,-7,24,0,42,61,94,37,67,90,1295,0,3,3,32,105,0,0,0,4,110,0,0,0,0,0,0,0,0,1,1,41
Tom Fiddler,1,5,1,1,2,-6,0,,10,,12,,,5,110.9666667,0,0,0,,1.283333333,0,0,0,,4.183333333,0,,102,,,,,0,0,,0
Tony Snow,1,12,1,1,2,-1,0,0,7,4,12,2,14,0,155,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,534
Tristan Koen,3,30,1,1,2,-7,9,,20,,36,,,11,,,,,,,,,,,,,,,,,,,,0,1,596
Troy Reynolds,1,4,1,0,1,-4,0,0,7,1,4,2,4,1,58,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Turd Ferguson,2,12,1,2,3,-1,44,,18,,15,,,15,,,,,,,,,,,,,,,,,,,,0,0,409
Tyler Stropko,2,18,1,3,4,6,8,0,21,6,7,0,0,6,185,0,0,0,5,20,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,0
Veli Kaalinp??,3,49,1,21,22,15,30,0,42,39,9,0,0,79,905,0,0,0,0,6,0,1,1,0,120,0,0,0,0,0,0,0,0,0,0,16
Victor Lindstrom,5,34,1,15,16,-8,16,0,18,29,25,0,0,51,596,0,2,2,6,20,0,0,0,0,78,0,0,0,0,0,0,0,0,,,
Viktor Svensson,3,34,1,18,19,-2,8,0,46,49,26,0,0,47,908,0,3,3,17,98,0,0,0,0,61,1,0,0,0,0,0,0,0,0,0,0
Vuro Vlaters,1,14,1,0,1,-1,0,0,2,2,11,0,0,0,131,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0
Walter White,3,32,1,18,19,15,28,10,38,39,29,0,0,45,781,1,5,6,18,103,0,2,2,0,92,0,0,0,0,0,0,0,0,0,0,466
Wendell Luna,2,29,1,5,6,10,30,0,58,35,6,0,0,42,634,0,0,0,0,2,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,1223
Wes Mucyk,2,26,1,5,6,-2,18,0,39,41,6,0,0,6,430,0,0,0,0,4,0,0,0,0,26,0,0,430,0,0,0,0,0,0,0,15
Will Secord,1,5,1,1,2,-1,2,,3,,14,,,2,,,,,,,,,,,,,,,,,,,,0,0,0
Wolfhard Richter,3,25,1,4,5,-11,6,0,32,10,14,7,8,42,363,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,43
Zach Morgan,2,19,1,3,4,4,8,0,17,20,17,0,0,2,243,0,0,0,0,1,0,0,0,0,1,0,0,18,0,0,0,0,0,1,3,591
Zack Gagnon,2,12,1,0,1,2,5,,22,,18,,,4,,,,,,,,,,,,,,,,,,,,0,0,13
Zack Moon,1,5,1,0,1,0,2,,7,,1,,,4,,,,,,,,,,,,,,,,,,,,0,0,5
Jonas Larsson,2,23,1,0,1,-6,2,0,14,13,25,8,23,2,275,0,0,0,0,1,0,0,0,0,4,1,0,18,0,0,0,0,0,0,0,324
Neil Richard,1,7,1,3,4,-3,16,,17,,22,,,5,,,,,,,,,,,,,,,,,,,,0,0,0
Bob Johnson,2,17,1,6,7,-10,32,,40,,33,,,6,,,,,,,,,,,,,,,,,,,,0,0,0
Drayson Williams,1,4,1,0,1,-1,2,,2,,10,,,1,,,,,,,,,,,,,,,,,,,,0,0,0
Geoffry Schwartz'n-Nagger,1,7,1,3,4,1,12,,11,,9,,,14,,,,,,,,,,,,,,,,,,,,0,0,0
Cary Hansen,1,4,1,0,1,0,7,,8,,7,,,7,,,,,,,,,,,,,,,,,,,,0,0,1052
Justin Keahi,1,5,1,0,1,-9,0,,14,,14,,,2,86.2,0,0,0,,0,0,0,0,,0.533333333,0,,4,,,,,0,0,0,1
Lord Raiden,2,10,1,1,2,-6,0,,12,,8,,,13,203.7,0,0,0,,3.5,0,0,0,,0,0,,15,,,,,0,0,,0
Daniil Nikiforov,2,10,1,2,3,-4,2,,12,,21,,,12,206.3,0,0,0,,3.5,0,0,0,,0.95,0,,15,,,,,0,0,0,7
Aumy Jr,3,57,1,27,28,7,0,,66,,101,,,43,916.3833333,0,0,0,,19.4,0,0,0,,8.85,0,,0,,,,,0,0,0,36
Axel Foley,3,29,1,7,8,-5,10,,38,,65,,,27,592.2,0,0,0,,4.233333333,0,0,0,,18.98333333,0,,0,,,,,0,2,4,0
Luffy Richard,1,19,1,0,1,-6,6,,19,,21,,,12,320.3,0,0,0,,0,0,0,0,,17.45,0,,0,,,,,0,0,0,9
Ryosuke Sato,1,19,1,9,10,-4,6,,30,,32,,,25,360.3333333,0,0,0,,0,0,0,0,,7.6,0,,0,,,,,0,0,0,320
TURG TURG,2,12,1,2,3,-1,2,,11,,13,,,17,143.7,0,0,0,,0,0,0,0,,8.733333333,1,,27,,,,,0,0,0,1
Johnny Shuffleboard,1,10,1,2,3,-4,2,,11,,31,,,10,202.9666667,0,0,0,,4.233333333,0,0,0,,5.983333333,0,,0,,,,,0,0,0,59
Alexander Oscarsson,1,6,1,1,2,-1,0,,10,,7,,,22,137.1333333,0,0,0,,0,0,0,0,,7.833333333,0,,0,,,,,0,0,0,18
Dee Centerman IV,1,10,1,2,3,0,4,,10,,5,,,8,154.7333333,0,0,0,,0,0,0,0,,4.516666667,0,,0,,,,,0,0,0,13
Igor Victory,1,5,1,0,1,1,0,,10,,5,,,11,93.71666667,0,0,0,,0,0,0,0,,1.433333333,1,,0,,,,,0,0,0,0
Josh Dolphin,1,4,1,0,1,-1,0,,5,,4,,,13,67.23333333,0,0,0,,0,0,0,0,,0,0,,54,,,,,0,0,1,1332
Zebulon Leavitt,1,5,1,2,3,-5,2,,8,,7,,,11,99.53333333,0,1,1,,0.066666667,0,0,0,,7.416666667,0,,0,,,,,0,0,0,0
Vaseline Podcalzone,1,10,1,2,3,-1,0,,11,,17,,,6,139.55,0,0,0,,0,0,0,0,,0,1,,1,,,,,0,0,0,21
William Salming,1,10,1,5,6,-2,2,,10,,11,,,6,143.4333333,0,0,0,,0,0,0,0,,2.75,0,,12,,,,,0,2,2,0
Aaron Crawford,3,26,0,6,6,6,2,0,9,6,4,0,0,13,250,0,0,0,0,2,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
Adam Dadswell,2,14,0,0,0,1,0,0,0,0,1,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Greenholm,3,29,0,0,0,0,0,0,0,0,1,0,0,2,27,0,0,0,1,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,1137
Airi Yamaguchi,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,30
AJ James,1,6,0,4,4,0,8,,13,,6,,,6,,,,,,,,,,,,,,,,,,,,0,0,50
Alaina Sylvia,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alec Moose,1,16,0,0,0,-1,21,,39,,26,,,20,,,,,,,,,,,,,,,,,,,,0,0,0
Alex Reaper,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexander Odegaard,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0
Alexei Koradek,2,14,0,3,3,-1,6,,15,,18,,,9,,,,,,,,,,,,,,,,,,,,1,1,2
Alexei Smirnov,1,10,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Alexsander Komarov,2,12,0,2,2,-2,20,0,24,6,1,0,0,11,163,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Alfred Holiday,3,34,0,0,0,0,0,0,0,0,1,0,0,2,7,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,390
Anasthasia O'Koivu,1,12,0,0,0,-1,8,0,8,4,6,2,1,11,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Andrew Hawkins,7,82,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Andris Bukss,2,19,0,5,5,-1,20,0,45,10,5,0,0,20,306,0,0,0,0,3,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,4
Andris Dzerins,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4
Anthony Archer,2,23,0,0,0,-8,4,0,10,3,5,0,6,1,86,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,25
Anton Razov,2,9,0,1,1,4,37,,14,,10,,,22,,,,,,,,,,,,,,,,,,,,0,1,0
Anze Barbashev,1,5,0,0,0,-4,4,0,4,1,1,0,0,1,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1
Armadillus Abernathy,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arsene Arsenich,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Art Vandalay,4,42,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,
Auston McJesus,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,76
Barak Obrana,1,14,0,7,7,-2,4,0,21,15,13,0,0,17,362,0,4,4,6,40,0,0,0,0,28,0,0,0,0,0,0,0,0,2,0,105
Barbie Tanner,9,84,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,,,
Barnaby Picklesworth,1,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Baron O'Beefdip,3,22,0,0,0,0,0,0,0,0,1,0,0,1,15,0,0,0,0,1,0,0,0,0,12,0,0,2,0,0,0,0,0,0,0,19
Benis Smol,1,4,0,0,0,-2,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Benn Krook,1,6,0,2,2,0,6,,12,,3,,,8,,,,,,,,,,,,,,,,,,,,,,
Benois Minuscule,1,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54
Billy Derlago,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blazer Van Dutch,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bobby Bobcalf,1,4,0,0,0,-7,2,0,4,2,5,0,4,2,62,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10
Brad Kan,1,5,0,0,0,0,0,,3,,4,,,2,,,,,,,,,,,,,,,,,,,,0,1,68
Bradley Barkov,2,11,0,1,1,-7,2,,1,,9,,,21,188.0166667,0,0,0,,3.933333333,0,0,0,,11.11666667,0,,0,,,,,0,0,2,52
Brady Hoperle,2,10,0,3,3,-5,2,0,30,25,21,0,0,0,235,0,0,0,4,29,0,0,0,0,2,0,0,281,0,0,0,0,0,0,0,61
Brandon Lesyk,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brett Donovan,1,5,0,0,0,0,0,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,
Brian O'Rourke,1,6,0,0,0,-2,0,0,0,1,0,0,0,0,10,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,21
Brian Wheat,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,97
Bronsen Zerchai,1,6,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,,
Brooklyn Carter,1,11,0,0,0,-3,0,0,4,4,4,0,0,0,71,0,0,0,0,1,0,0,0,0,0,0,0,61,0,0,0,0,0,0,1,811
Buster Hymen,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Butch Buckley,1,19,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0
Cal Clucker,1,4,0,2,2,-5,6,0,3,7,5,1,7,12,92,0,1,1,2,11,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
Cal Clutterbuck,1,10,0,0,0,6,9,,19,,3,,,12,,,,,,,,,,,,,,,,,,,,0,0,4
Cameron Gibson,2,25,0,0,0,0,0,0,1,0,0,0,0,0,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cash Money,3,44,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Chad Levasseur,2,10,0,2,2,0,7,5,21,10,4,0,0,9,184,0,0,0,1,10,0,0,0,0,9,0,0,0,0,0,0,0,0,,,
Charlie Chiclets,1,6,0,4,4,0,4,,4,,15,,,1,,,,,,,,,,,,,,,,,,,,0,0,0
Charlie Schenn,2,17,0,5,5,-1,18,0,12,8,7,0,0,11,250,0,0,0,4,22,0,0,0,1,22,0,0,0,0,0,0,0,0,,,
Chase Byron,5,65,0,0,0,0,0,0,0,1,1,0,0,1,22,0,0,0,0,2,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,36
Chris Hernandez,1,10,0,2,2,-2,15,,6,,7,,,10,,,,,,,,,,,,,,,,,,,,0,0,58
Chuck Bernstein,14,138,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chuck Goody Jr.,11,116,0,14,14,-10,10,0,16,46,15,1,2,78,1179,0,0,0,1,5,0,0,0,1,91,0,0,0,0,0,0,0,0,0,4,1384
Cikgnar Konstantinov,2,17,0,1,1,-3,0,0,2,4,2,0,0,0,71,0,0,0,0,4,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,7
Claude Malenfant,1,11,0,2,2,2,19,,25,,11,,,9,,,,,,,,,,,,,,,,,,,,0,0,0
Clay Parker,3,24,0,0,0,-4,2,0,0,0,1,0,0,4,78,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,526
Clayton Fuller,1,5,0,1,1,0,4,0,6,3,3,0,0,3,110,0,0,0,3,12,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Cleo Green,4,32,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19
Clifton Outlaw,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cloud McCarthy,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Cloud Strife,4,34,0,0,0,0,14,0,14,5,1,0,0,8,156,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1
Colin Banning,2,36,0,11,11,4,31,5,106,32,26,0,0,57,739,0,0,0,0,1,0,0,0,1,98,0,0,0,0,0,0,0,0,0,0,16
Collin Gibbles,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,98
Colton Rayne,1,4,0,0,0,-1,9,,6,,7,,,1,,,,,,,,,,,,,,,,,,,,0,0,2
Computer Alvarez,1,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Computer Bellamont,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
Computer Braidy,3,50,0,0,0,0,2,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,47
Computer Brett,2,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,276
Computer Davis,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
Computer Gualterio,2,34,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Computer Gwenael,1,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0
Computer Hogan,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Computer Iveson,2,32,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Computer Kane,1,20,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,18
Computer Katia,3,32,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Computer LaFollett,1,5,0,1,1,-1,0,0,0,0,0,0,0,0,6,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,
Computer Lexx,2,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Computer Lieber,3,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Computer Lorre,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24
Computer Mikaelsson,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
Computer Praxia,2,13,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Computer Raghnall,5,51,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,17
Computer Ramsey,5,51,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Computer Ricky,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Computer Romero,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
Computer Scully,1,17,0,0,0,0,0,0,2,0,0,0,0,2,58,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,318
Computer Stanislov,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
Computer Stark,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Computer Targaryen,5,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Conall Macleod,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,
Connor Martindale,1,20,0,2,2,-2,12,0,14,7,0,0,0,8,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433
Corey Hixenlong,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cris Lakes,1,7,0,0,0,-1,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Dakota Reid,4,22,0,1,1,-4,4,0,28,4,8,2,5,1,189,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
Daniel Malenfant,1,6,0,0,0,0,8,,7,,7,,,4,,,,,,,,,,,,,,,,,,,,0,3,1922
Danielle Hogan,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Danny Boyes,2,21,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,188
Danny Richter,1,7,0,0,0,-5,8,0,8,4,1,0,0,3,85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
Danny Ridley,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
