Player Name,Count of Season,GP,G,A,P,plusMinus,PIM,HIT,HTT,SHT,SB,MP,PPG,PPA,PPP,PPS,PPM,PKG,PKA,PKP,PKS,PKM,GWG,GTG,FOT,ENG,HT,PSG,PSA,FW,FL,FD,FOWQ,,,
Yoshimitsu McCloud,10,532,67,123,190,-116,242,40,309,126,768,52,140,389,8719.683333,3,14,17,2,267.4,2,1,3,1,487.5666667,10,0,4622,0,0,0,1,0,0,0,4
Michael Westen,11,531,34,48,82,-49,203,45,331,305,501,133,297,83,4541,5,6,11,23,213,1,0,1,4,159,3,3,881,0,0,0,4,6,2,11,115
Jack Nero,14,530,18,78,96,-44,102,30,103,364,208,15,21,281,5871,7,16,23,48,475,0,1,1,5,432,2,1,9,0,0,2,7,0,0,0,17
Dominic Turcotte,11,528,66,177,243,-58,627,160,904,955,814,292,308,531,10225,26,42,68,143,1342,2,5,7,18,1040,3,2,0,1,2,0,0,8,0,0,798
Valdas Kremer,12,527,84,107,191,7,602,160,1018,1060,850,213,459,211,8383,3,4,7,25,447,5,5,10,55,1419,14,12,6685,1,0,2,4,13,3,3,0
Jardy Bunclewirth,12,527,29,150,179,0,668,240,893,1079,763,281,271,605,11245,9,27,36,121,1090,1,8,9,21,1403,5,2,41,2,0,0,0,11,6,12,1
Riko Muerto,11,525,179,189,368,45,488,140,1165,1094,1533,0,0,113,11610,39,53,92,271,1464,4,2,6,24,1165,32,15,6526,3,2,14,42,8,0,0,35
Ron Bolt,13,523,174,189,363,43,547,140,981,604,1410,335,675,152,8896,49,49,98,210,1375,4,3,7,20,338,24,9,522,0,4,13,36,9,0,,1
Magnus Vikstrand,11,518,54,225,279,23,225,65,360,614,546,0,0,584,10792,28,55,83,346,1385,2,0,2,2,1196,4,4,3,0,0,1,1,2,0,0,23
Zac Goonathan,12,518,89,84,173,-52,589,135,828,451,946,282,459,94,6962,16,19,35,102,682,0,1,1,8,332,10,4,818,0,0,3,15,3,4,9,51
Collin Gibbles,10,516,122,221,343,-140,173,5,284,401,1337,228,552,796,12185.61667,31,49,80,125,1262.066667,1,2,3,9,894.8833333,15,3,2012,0,1,4,15,1,0,,637
Kit Smeb,10,516,106,183,289,29,97,5,355,313,1272,222,588,87,8846.933333,12,37,49,141,626.1166667,1,0,1,0,68.71666667,14,4,2049,0,1,0,0,0,0,0,1
Noah Gallagher,10,516,136,144,280,-165,597,5,1798,228,1323,126,312,285,11148.73333,25,24,49,60,908.8,0,0,0,6,604.1833333,24,1,1438,1,2,7,13,1,1,0,0
Mathias Seger,10,516,53,206,259,-162,423,50,950,281,805,100,208,1409,12829.55,20,59,79,159,1275.033333,1,4,5,1,1088.1,6,4,1,0,0,3,12,0,3,5,0
Petr Mikulak,10,516,111,143,254,-110,175,0,446,260,1208,154,442,372,9698.916667,20,29,49,89,718.4166667,0,0,0,1,171.25,16,8,908,1,1,3,13,1,13,41,2
Bernik Vrzala,10,516,26,111,137,87,324,0,717,189,492,22,37,612,9426.416667,1,4,5,0,135.1,0,5,5,1,639.3166667,4,1,0,0,0,0,0,0,0,0,0
Osbert Whacker,12,516,17,88,105,-50,172,0,497,196,236,37,67,447,8072.25,1,2,3,4,32.76666667,1,3,4,0,498.6666667,1,2,0,0,0,0,0,1,0,1,135
Joe Momma,11,514,99,121,220,-40,721,345,574,657,1019,268,533,176,7983,18,21,39,109,739,3,2,5,36,889,17,4,706,0,1,13,39,18,1,4,5292
Max Hansen,11,514,0,0,0,-2,0,0,8,1,5,1,2,2,68,0,0,0,0,3,0,0,0,0,16,0,0,46,0,0,0,0,0,1,,1362
Gil Lemar,14,512,133,173,306,42,162,20,382,589,1371,0,0,65,9874,29,43,72,243,1346,1,1,2,13,547,19,8,752,0,2,12,26,1,0,0,0
Marc Kuystad,11,512,29,34,63,-97,170,30,247,182,456,103,160,23,4645,0,4,4,14,155,0,0,0,2,87,0,4,527,0,0,0,0,2,1,0,294
Jason Due,10,510,131,279,410,45,627,185,1116,1162,1049,256,275,656,12815,42,64,106,334,1774,4,12,16,26,1204,15,10,0,0,1,11,39,7,0,1,200
Patrick Pelletier,11,510,20,151,171,-1,332,120,913,1001,427,92,110,603,11309,8,25,33,133,665,0,2,2,11,1726,3,0,7,0,0,0,0,5,0,0,0
Valterri Bottas,11,509,69,287,356,32,358,80,533,626,856,0,0,644,12231,34,83,117,491,1637,1,3,4,9,1420,14,5,2,0,0,2,3,5,0,0,0
Kaspars Tsizling,11,509,26,207,233,-3,1135,245,1548,635,344,0,0,686,11460,7,20,27,123,444,0,6,6,4,1500,4,4,0,0,0,1,3,16,1,0,0
Nicholas Mastromarino,12,509,77,134,211,5,281,55,614,601,889,208,385,104,7325,14,25,39,76,599,3,3,6,19,443,15,8,3429,0,2,2,10,4,0,1,2266
Ken Spiak,11,509,12,119,131,4,389,35,681,380,152,0,1,456,8311,3,13,16,48,398,1,0,1,5,903,4,0,13,0,0,0,0,2,2,11,4275
Jamie Hawkins,10,508,160,186,346,22,227,5,792,766,1589,0,0,103,11288,20,57,77,256,1577,4,2,6,23,999,26,11,1020,2,2,10,42,0,0,0,9
Jarkko Kallestrom,11,508,136,206,342,8,93,5,312,1128,1376,0,0,92,11361,28,66,94,280,1629,2,0,2,24,984,21,10,9940,0,0,4,17,0,2,3,216
Walter White,10,508,65,203,268,-54,581,135,938,714,537,0,0,635,12250,39,45,84,323,1396,0,1,1,0,1190,7,3,0,0,0,0,1,5,0,0,1
Jackson Hauke,10,508,93,163,256,-7,606,60,1519,600,932,0,0,147,10850,16,35,51,137,1201,0,0,0,7,619,12,5,643,1,0,12,36,2,0,0,382
Thomas Anderson,11,507,89,93,182,-120,323,15,999,504,1104,0,0,102,8061,10,13,23,94,501,2,0,2,21,683,5,5,609,0,1,5,12,0,1,0,379
Chuck Winnfield,10,506,50,254,304,113,617,105,1095,685,521,0,0,558,11972,30,61,91,319,1348,0,9,9,2,1365,9,3,3,1,0,0,0,3,8,17,2087
Eric Scheib,13,506,33,120,153,-62,588,155,686,812,578,233,216,503,8686,12,21,33,78,927,0,3,3,14,834,4,1,13,1,0,0,1,9,0,0,0
Computer Bellamont,11,506,0,1,1,3,0,0,2,0,1,0,0,0,65,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,358
Jed Mosley,12,504,134,209,343,81,543,215,892,792,991,198,313,393,11068,39,58,97,281,1613,2,6,8,19,947,19,10,203,0,6,6,30,7,0,1,1248
Jon Doran,10,503,10,78,88,7,487,105,739,777,262,100,90,533,9653,2,3,5,22,398,0,2,2,5,1283,1,2,5,0,0,1,1,4,0,6,744
Connor Tanner,12,502,83,258,341,73,176,0,405,566,845,296,526,675,11534,41,76,117,389,1267,0,5,5,7,1055,12,5,0,2,0,4,10,0,0,2,9
Marc-Andre Malkin,12,502,82,254,336,10,86,10,132,637,904,0,0,713,11502,31,51,82,389,1023,1,1,2,12,1112,11,6,0,4,0,2,7,0,2,3,3035
Nazar Nichushkin,11,502,88,107,195,-60,76,20,300,534,981,0,0,154,8008,9,23,32,107,593,1,1,2,13,748,13,3,2286,0,0,1,2,0,1,,0
Tanner Carter,10,502,86,86,172,-85,120,0,400,414,848,0,0,49,7396,9,16,25,64,449,0,0,0,3,91,10,10,477,1,1,0,0,0,4,13,0
Isabella EsparzaOsvaldson,10,502,70,99,169,-51,98,10,329,641,680,0,0,43,6690,9,16,25,61,453,0,0,0,3,187,11,6,2951,0,0,0,1,0,9,21,30
Chris Crutchfield,11,501,72,270,342,10,434,10,945,641,773,0,0,743,11982,36,62,98,391,1273,1,3,4,11,1328,12,4,0,2,0,0,1,0,2,5,0
Joshua Simmons,11,501,121,166,287,56,382,120,333,444,1162,300,584,111,7492,15,47,62,135,1047,1,1,2,3,204,20,8,455,0,1,6,20,2,0,,0
Luisa Koller,11,501,15,67,82,-89,195,5,380,181,179,59,117,414,6744,2,13,15,54,482,0,0,0,1,282,2,4,0,0,0,0,0,0,0,0,1
Alexander Zajac,10,500,147,229,376,14,166,60,445,1272,1365,384,903,114,10972,31,39,70,228,1286,0,2,2,20,996,17,7,14332,0,1,5,22,0,0,2,0
Nolan Sawchuk,10,500,139,225,364,53,159,15,343,450,1375,276,639,267,10133.2,16,47,63,113,874.75,1,3,4,10,585.9333333,17,3,3202,0,2,2,9,0,1,,64
Dionyz Vyskoc,10,500,147,204,351,55,49,5,333,611,1527,437,1111,73,10087,24,44,68,251,1269,1,0,1,11,323,23,6,845,1,2,1,7,0,8,14,8336
Hunter Jones,10,500,118,226,344,37,39,15,104,578,1412,402,953,88,10242,25,50,75,224,997,3,0,3,18,608,9,7,773,2,1,1,4,0,9,18,5
Zanarkand Abes,10,500,150,192,342,37,180,10,687,597,1667,287,764,100,9996,28,50,78,258,1027,2,1,3,14,502,24,9,784,1,0,1,2,1,0,0,1
Shane Gagner,10,500,138,200,338,68,252,70,773,722,1704,0,0,97,10411,20,42,62,205,1029,2,2,4,14,505,17,5,4105,1,2,9,24,3,0,0,0
Nickolas Klaus,10,500,143,194,337,-71,185,15,376,527,1358,198,565,269,10376.65,22,53,75,128,1077.6,2,1,3,3,296.1333333,20,7,10562,1,1,0,7,1,0,1,3
John LangabeerI,10,500,149,177,326,69,176,20,620,554,1525,234,689,80,9643,17,46,63,241,1099,0,0,0,7,303,15,7,849,0,1,6,19,1,3,18,1
Felix Herzog,10,500,95,193,288,30,229,5,639,601,1084,0,0,362,10047,23,37,60,236,853,2,2,4,9,695,6,7,1228,1,0,1,2,0,0,0,6
Dean Clarke,10,500,61,217,278,98,518,40,1113,749,570,23,17,562,11258,23,46,69,289,1097,0,3,3,3,1300,17,6,0,2,1,1,1,1,0,0,7
Ethan Ross,10,500,68,203,271,8,162,0,369,281,744,95,215,593,9776.433333,21,38,59,134,719.7166667,1,5,6,3,609.9666667,10,3,971,3,0,2,9,0,1,4,231
Ray Pejonis,10,500,131,140,271,22,161,25,393,502,1331,0,0,76,8877,21,28,49,184,777,1,0,1,15,674,23,11,1039,2,2,8,27,0,0,0,0
Richard Physt,10,500,41,215,256,79,679,105,1170,475,541,167,351,657,10696,12,29,41,200,756,0,4,4,9,1001,9,4,0,2,0,0,0,5,0,0,302
James Dekens,10,500,119,131,250,3,77,5,283,378,1083,309,754,68,7733,17,31,48,134,662,0,0,0,0,0,11,11,594,0,1,2,14,1,0,0,65
Yannick Berger,10,500,84,163,247,-45,142,70,362,796,876,237,688,68,8410,15,41,56,137,801,0,2,2,12,635,12,3,9739,0,1,8,15,0,0,0,238
John Grossmann,10,500,58,184,242,-96,939,425,1230,1069,646,85,94,615,10973,29,29,58,273,988,2,7,9,13,1358,8,2,0,0,1,0,2,11,0,0,0
Joel Westbrook,10,500,62,163,225,-21,378,110,614,501,620,17,18,396,8628,28,50,78,238,952,0,2,2,5,819,10,3,59,2,0,1,2,5,7,14,8802
Tokek Takshak,10,500,61,164,225,-25,133,5,255,432,758,220,413,631,10119.85,26,31,57,239,820,1,5,6,8,843.7833333,7,2,2,0,0,2,3,0,1,5,4163
Eero H?m?l?inen,10,500,60,163,223,-5,138,0,402,428,722,53,121,673,11173,21,26,47,298,1219,1,2,3,5,812,8,5,0,0,0,0,1,0,2,2,0
Jackson Cartier,10,500,43,178,221,17,261,5,481,437,512,0,0,619,10842,21,27,48,203,804,1,3,4,8,1224,10,5,0,1,0,0,0,0,0,,2039
Carter Manning,10,500,98,109,207,-24,71,5,311,515,1085,294,806,89,7577,10,20,30,93,690,1,0,1,4,96,17,6,1293,2,2,0,0,0,0,,40
Sean Stevenson Jr.,10,500,36,160,196,1,447,55,872,402,423,109,205,717,10228.85,15,18,33,106,667.4833333,1,1,2,3,928.85,3,2,0,0,0,0,0,2,0,0,461
Cam Ouellette,11,500,90,100,190,-15,71,5,256,402,906,202,488,57,7365,8,21,29,63,570,0,0,0,0,52,14,1,1970,0,0,3,7,0,0,2,355
Rick James,10,500,71,63,134,-46,399,65,1166,270,719,0,0,70,7904,4,15,19,50,491,0,0,0,4,136,6,6,600,1,0,7,25,1,2,5,2497
Tord Yvel,10,500,29,104,133,-75,62,0,130,409,279,31,60,629,8287,3,3,6,23,109,1,0,1,5,1037,5,1,0,0,0,0,0,0,6,7,11
Quick Mafs,11,500,21,79,100,-46,125,5,280,323,227,82,151,434,6829,1,0,1,4,16,1,0,1,2,267,4,2,0,0,0,0,0,0,0,0,0
Clayton Goode,10,500,5,73,78,-14,271,5,610,231,102,0,0,343,6789,0,1,1,5,104,0,0,0,0,212,0,2,0,0,0,0,1,0,1,14,7422
Karl Hertzberg,10,500,10,12,22,-7,6,0,28,58,108,0,0,13,1353,2,3,5,18,150,0,0,0,0,1,0,0,68,0,0,0,0,0,0,1,0
Samuel Mcvay,10,500,3,2,5,-10,2,0,16,29,19,4,24,1,419,0,0,0,1,7,0,0,0,0,0,0,1,375,0,0,0,0,0,2,9,2273
Yason Vassilios,10,500,0,1,1,-3,0,0,1,1,2,1,0,0,95,0,0,0,0,15,0,0,0,0,12,0,0,2,0,0,1,1,0,0,0,1561
Mason Brown,10,500,0,0,0,-2,0,0,0,3,1,1,1,1,62,0,0,0,0,8,0,0,0,0,24,0,0,37,0,0,0,0,0,0,1,172
Mirio Togata,10,500,0,0,0,-2,0,0,3,1,2,0,0,2,92,0,0,0,0,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1899
Robert Haugen,10,500,0,0,0,-6,0,0,14,1,4,1,0,0,135,0,0,0,2,32,0,0,0,0,12,0,0,8,0,0,0,0,0,5,13,224
Robert Spezza,11,499,195,313,508,53,369,205,379,1145,1400,284,545,192,10524,42,83,125,268,1561,8,9,17,44,1293,37,7,10635,4,10,7,23,7,0,0,0
Jordan Nugent-Hall,10,499,194,259,453,156,263,65,1018,1283,1568,47,120,82,11223,51,67,118,290,1589,6,3,9,31,1309,37,7,12648,2,5,17,52,0,0,0,0
Kjell Eide,11,499,82,78,160,-85,104,60,146,748,725,0,0,61,7651,7,11,18,52,329,1,1,2,5,436,10,7,9192,0,0,1,15,2,0,,5
Jrue Harden,12,499,84,71,155,-62,86,30,219,458,787,0,0,40,7639,9,13,22,109,747,0,0,0,1,52,11,7,517,0,0,0,0,0,0,0,1
Claude Malenfant,11,499,6,44,50,-42,560,220,701,627,232,69,105,368,7526,0,3,3,11,389,0,0,0,4,840,0,0,46,0,0,0,2,13,6,13,65
Elias Armia,10,498,211,297,508,60,485,105,980,1317,1600,236,416,154,11660,48,80,128,295,1662,4,4,8,24,1139,36,12,8104,1,2,7,56,9,2,15,1
Cole Reinhart,10,498,61,233,294,-27,431,75,899,954,685,80,97,505,11331,19,62,81,292,1418,0,4,4,15,1294,12,2,47,1,0,5,18,2,0,0,493
Kornel Kasparek,11,498,54,186,240,-86,554,10,1392,603,638,13,31,696,11265,13,38,51,250,969,3,2,5,14,891,7,2,8,0,0,8,39,0,1,7,0
Alek Koivu,12,498,42,154,196,41,134,0,370,310,470,82,150,443,8314,8,17,25,136,587,0,1,1,2,261,5,3,0,0,0,0,0,0,1,4,0
Shouta Aizawa,11,498,62,80,142,-140,121,15,401,428,656,132,331,94,7932.916667,1,12,13,39,339.15,2,0,2,3,121.9833333,8,3,6103,0,0,2,3,0,0,2,223
Kein Monesti,10,495,23,54,77,-25,96,10,199,285,265,0,0,137,3849,0,10,10,25,274,0,1,1,5,489,3,2,1415,0,0,1,5,0,0,0,457
Roberto Martucci,11,494,209,258,467,122,367,145,661,631,1477,312,659,147,9536,53,71,124,228,1474,8,1,9,32,655,32,16,718,1,6,14,36,4,0,0,27
Cam Wilson,10,494,133,268,401,38,437,135,431,824,1223,247,511,110,8801,28,80,108,206,1268,2,5,7,22,398,22,11,7842,0,4,6,29,4,0,1,2
Oliver Klozoff,10,493,13,73,86,-17,198,0,492,113,399,29,41,771,7998.083333,1,2,3,5,27.78333333,0,1,1,0,734.55,1,0,0,0,0,0,1,0,1,0,2730
Simeon Mars III,10,490,17,96,113,42,418,40,731,315,127,0,0,400,8010,6,11,17,23,285,0,1,1,2,696,4,2,3,1,0,2,2,0,0,0,0
Roman Schultz,10,489,48,237,285,123,531,75,980,663,520,8,6,475,10597,28,54,82,275,1085,3,3,6,5,1234,7,5,1,1,0,0,0,6,0,0,39
Gord McKenzie,11,488,0,0,0,-6,0,0,4,4,4,2,2,1,143,0,0,0,0,14,0,0,0,1,19,0,0,94,0,0,0,0,0,0,,2131
The Carl Mountain,13,487,12,27,39,32,185,5,330,106,82,0,0,167,3207,1,0,1,6,84,0,0,0,1,274,1,1,7,0,1,1,5,0,0,0,0
DarryL Landry,12,486,14,64,78,-46,106,0,203,204,210,10,26,344,5871,3,1,4,43,371,0,1,1,1,311,3,2,0,0,0,1,1,0,1,2,2468
Jordan Okalik,12,484,24,53,77,-5,176,40,292,369,344,106,173,211,5234,0,1,1,8,200,0,0,0,3,406,3,0,85,1,0,0,1,2,0,,0
Lallo Selman,9,482,184,265,449,145,124,10,194,168,1725,127,357,248,10082.18333,55,79,134,109,1205.166667,1,3,4,1,316.55,30,2,339,0,0,3,13,0,3,8,6258
Austin Roenick,9,482,208,217,425,78,116,0,529,180,1729,140,354,222,9891.683333,42,58,100,88,1004.2,0,0,0,0,24.11666667,35,3,692,0,0,0,0,0,2,1,47
Esa Parmborg,9,482,139,280,419,112,242,25,463,297,1525,96,237,413,9902,26,59,85,52,858.65,3,6,9,1,815.2,29,2,7771,0,0,0,0,0,1,0,1
Josef Kubinec,9,482,174,242,416,19,148,10,391,182,1659,125,322,362,10152.6,38,79,117,94,1255.116667,3,2,5,4,450.55,31,2,1720,0,0,2,6,0,0,,27
Mika Kandinsky,9,482,164,243,407,-84,164,20,349,330,1615,162,428,638,11038.25,40,78,118,87,1159.6,2,3,5,5,770.55,19,1,8582,0,3,4,9,0,0,0,1
Jon Forty-One,9,482,124,258,382,124,182,5,448,205,1346,86,231,237,9870.166667,22,52,74,37,840.25,2,1,3,8,512.1166667,21,1,8076,0,0,4,11,0,4,31,0
Elijah Jones,9,482,172,204,376,80,119,5,348,152,1515,124,301,208,9481.05,29,45,74,45,825.7833333,1,1,2,1,268.2333333,25,1,972,0,0,0,0,0,5,17,106
Gabriel Johnson,9,482,102,264,366,155,141,0,496,144,1681,100,182,656,10848.63333,40,76,116,116,1363.566667,1,1,2,3,363.2,12,1,0,2,0,0,0,0,1,0,51
Nicolaj Muller,9,482,124,152,276,-10,111,0,482,166,1296,107,315,295,8838.816667,6,10,16,30,520.4,1,2,3,3,227.3,18,1,503,0,0,0,0,0,7,15,5400
Lyle Odelein III,9,482,62,170,232,-3,269,10,1034,69,1027,52,108,1013,10099.28333,13,28,41,45,741.6666667,4,3,7,2,609.1666667,14,1,2,0,0,1,1,1,1,6,2401
Noah Brusky,9,482,48,170,218,0,293,0,734,134,904,37,93,553,10243.18333,6,30,36,79,835.5166667,1,1,2,4,737,5,0,9,0,0,0,0,0,0,0,4
Piotr Horvat,9,482,46,162,208,4,285,15,1061,148,920,58,111,742,10412.1,14,36,50,75,803.1666667,0,1,1,2,822.1,5,0,3,1,0,0,0,1,5,9,0
Joshua Botelho,10,481,85,128,213,0,422,170,375,455,947,230,436,155,6323,19,29,48,113,665,3,1,4,24,449,11,5,446,2,2,5,13,11,0,0,19
Patrick Brumm Jr.,12,478,22,70,92,1,116,0,257,207,213,79,143,307,5610,0,0,0,5,22,0,1,1,1,171,4,5,0,0,0,1,1,0,0,,156
Tobias Funke,10,473,21,79,100,-70,62,10,200,627,295,5,1,63,5262,6,15,21,37,367,0,1,1,4,573,5,2,3782,0,0,2,8,0,1,0,1
Aaron Brown,11,472,58,81,139,-14,473,145,339,465,737,209,408,94,5240,5,11,16,37,339,1,1,2,6,101,12,4,3619,0,0,1,4,10,2,11,0
Patrice Bergeron,11,470,11,16,27,-27,70,20,88,222,163,35,73,43,2192,0,0,0,3,28,0,0,0,4,238,2,1,1296,0,0,1,1,0,0,4,1089
Rashad Thomas,10,469,122,167,289,24,375,35,1031,649,983,130,260,90,8553,34,52,86,202,1322,3,7,10,19,767,18,6,1686,0,0,4,18,5,0,0,70
William Goddard,12,469,2,21,23,-28,24,0,79,72,29,1,0,115,2800,0,0,0,3,87,0,0,0,0,171,0,0,2,0,0,0,0,0,7,10,0
Adam Abodobe,10,468,15,36,51,-24,36,10,107,151,271,0,0,26,3214,0,2,2,9,80,0,0,0,0,0,0,2,188,0,0,0,0,1,6,7,0
Sterling Knight,10,467,158,177,335,50,235,15,783,670,1478,0,0,105,9621,29,50,79,245,1123,1,2,3,11,580,35,9,683,2,0,10,29,0,1,0,0
Sasha Alexei Smirnov,10,467,47,58,105,-29,48,0,128,347,576,0,0,34,5125,1,6,7,51,265,2,0,2,4,131,5,4,1856,0,1,1,2,0,3,15,6330
Dale Miller,9,466,142,177,319,212,204,60,406,189,1257,128,388,103,8968.516667,10,14,24,79,486.7166667,1,2,3,0,309.0666667,32,2,898,0,0,1,4,2,0,0,0
Kristoffer Svensson,9,466,61,103,164,-80,209,30,440,259,694,97,244,236,7401.616667,1,1,2,1,41.21666667,2,0,2,0,338.2333333,8,3,5722,0,0,5,21,3,1,1,27
Volker Bayer-Holtby,11,464,21,100,121,-2,125,5,266,297,248,0,0,276,7125,7,18,25,89,652,0,1,1,2,396,2,2,2,0,0,0,0,0,0,0,0
Zach Voss,10,463,36,73,109,-52,338,75,597,498,534,142,259,165,5449,2,13,15,31,563,0,3,3,7,411,5,3,1316,1,0,2,2,5,0,0,0
Andrew Hawkins,10,463,0,2,2,-24,10,0,18,36,31,6,22,9,748,0,0,0,2,13,0,0,0,0,13,0,0,53,0,0,0,0,0,0,0,28
Kriss Labsvards,10,461,82,189,271,-1,278,70,377,580,774,0,0,569,10728,40,56,96,403,1347,2,3,5,13,1534,10,6,22,1,0,3,16,1,0,0,0
Christoph Klose,10,459,190,234,424,93,471,115,945,1063,1435,177,398,137,9556,41,50,91,266,1427,5,6,11,26,847,26,13,5154,1,5,11,39,2,5,5,0
Jed Hackert,10,459,45,137,182,8,111,15,245,333,499,0,0,466,9231,21,30,51,241,1060,2,3,5,9,1101,6,3,0,0,0,1,1,1,1,0,0
John Anderson,10,459,59,83,142,-43,119,5,327,596,595,0,0,38,6712,8,24,32,100,809,1,2,3,5,401,10,2,5625,0,0,1,2,0,0,0,135
Eric Vanderberg,9,459,32,77,109,102,157,5,450,89,548,33,51,398,6832.85,2,3,5,22,202.3333333,0,2,2,1,430.8,4,1,0,0,0,1,6,0,0,0,4
Azriel Stryfe,9,458,66,199,265,-12,625,145,990,697,612,0,0,624,10996,38,52,90,338,1153,0,2,2,4,1304,5,2,49,1,0,3,5,4,3,1,1716
Mr. Feeny,9,458,116,138,254,37,250,30,675,579,1034,0,0,191,10131,40,36,76,267,1380,2,0,2,14,801,21,10,630,1,1,8,24,1,0,0,199
Vladimir Bodnar,9,458,49,158,207,17,603,115,974,435,567,0,0,469,9849,27,43,70,319,1349,0,0,0,4,1022,12,5,1,0,0,0,1,3,0,0,18
Max McDonald,9,458,79,100,179,-49,146,0,589,851,851,0,0,38,7680,8,17,25,70,605,1,0,1,8,316,13,6,7127,0,2,7,24,0,4,8,7828
Tony Falone,10,458,29,122,151,-19,794,295,656,603,727,231,255,468,8147,12,24,36,95,879,0,2,2,11,641,2,3,10,1,0,0,0,7,0,0,0
Jesse Jacek-Kix,9,458,19,65,84,-1,76,0,278,478,265,0,0,21,4728,4,15,19,24,338,0,2,2,7,674,3,2,5119,0,0,9,24,0,10,16,2028
Zach Morgan,10,457,49,54,103,-58,183,15,594,393,548,0,0,65,6891,6,8,14,44,386,0,1,1,2,298,4,2,2239,1,0,2,7,2,1,2,255
Ryan Raycroft,9,456,7,30,37,-14,135,5,331,145,102,0,0,177,4390,1,1,2,14,140,1,0,1,2,376,1,1,10,0,0,0,1,0,0,0,0
Jason Smith,9,454,101,109,210,7,154,0,467,483,1033,0,0,50,7754,17,21,38,129,666,0,0,0,1,65,15,8,646,0,0,9,31,0,0,0,0
Bohemund Hadrada,9,454,34,111,145,-6,328,30,668,336,335,0,0,387,7547,13,25,38,132,620,0,1,1,2,386,6,0,0,0,0,0,0,0,5,26,0
Hollywood Greg Dufour,10,454,37,54,91,-36,592,250,904,519,330,99,119,292,7152,9,10,19,68,733,1,1,2,13,620,4,1,57,0,0,0,0,9,5,13,97
Oferyn Martell,9,454,17,58,75,22,302,10,604,215,178,0,0,203,4952,0,2,2,5,91,0,0,0,0,75,4,2,31,0,0,0,1,0,0,2,103
Marc Leclerc,12,453,17,79,96,-17,250,50,592,270,241,4,17,406,7005,4,6,10,65,498,0,1,1,1,454,1,1,0,0,0,0,0,1,0,0,0
Steven Stamkos Jr.,12,452,157,194,351,17,139,35,373,857,1625,61,93,111,9230,24,44,68,199,946,2,0,2,29,621,19,14,7289,0,4,11,32,1,2,3,2510
Borromini Cannellini,11,452,105,161,266,11,284,5,974,428,1257,247,562,167,9430.7,10,31,41,111,797.8333333,2,1,3,5,749.4666667,18,8,5605,0,0,9,21,0,3,7,8526
Victor Lindstrom,11,452,36,157,193,42,90,0,224,368,378,22,26,524,8053,9,16,25,93,346,0,4,4,0,701,4,4,0,0,0,0,1,0,0,0,29
Erik Karlsson,9,452,30,100,130,-108,48,0,160,395,342,0,0,386,7948,11,30,41,161,842,0,0,0,1,577,2,3,12,0,0,1,2,0,2,0,3408
Ryan Archer,10,452,33,35,68,-62,162,50,210,353,352,25,65,41,4244,1,3,4,25,213,2,0,2,3,243,2,5,275,0,0,1,1,0,0,0,0
Xavier Paquette,13,451,125,158,283,-11,75,25,257,571,1382,397,1004,88,8134,24,37,61,208,828,1,0,1,6,108,25,8,669,2,3,3,5,1,1,3,533
Chad Levasseur,11,451,34,76,110,-10,194,20,518,317,360,16,32,148,5651,5,7,12,54,441,0,3,3,3,259,4,1,286,0,1,3,7,0,0,3,544
Cikgnar Konstantinov,11,451,24,48,72,-141,187,95,262,451,294,9,23,55,5662,3,5,8,26,200,0,0,0,2,242,2,0,4647,0,0,0,0,6,0,1,0
Colton Hagan,9,450,138,156,294,-15,304,10,1154,591,1453,321,888,83,8344,16,34,50,188,864,0,0,0,2,215,20,9,613,4,2,0,1,0,0,2,150
James Johnson,10,450,50,189,239,0,275,5,593,429,435,160,305,566,9392,21,23,44,184,884,1,3,4,3,901,5,4,0,2,1,0,0,0,14,25,1866
Romualds Loks,9,450,116,122,238,-34,65,5,203,473,1150,319,831,70,7568,12,18,30,112,589,0,0,0,0,69,17,11,575,0,1,6,14,0,0,0,0
Maui,9,450,34,186,220,-37,435,5,977,514,437,138,301,676,9448,14,19,33,185,638,0,1,1,1,819,6,6,0,0,0,0,0,0,4,9,7249
Nikolai Evans,9,450,62,143,205,-47,179,5,448,248,720,134,304,686,9554.866667,22,45,67,169,856.9,1,3,4,4,767.8166667,11,2,3,0,0,2,5,0,0,0,0
Tommy Salami,10,450,36,139,175,-2,84,0,199,358,435,53,77,538,8608,11,20,31,179,730,0,4,4,3,747,5,2,0,1,0,0,0,0,4,16,1431
Krysztof Kowalski,10,450,64,103,167,-63,65,35,188,678,813,0,0,66,7696,9,17,26,71,529,0,2,2,6,617,6,4,5759,0,0,2,9,1,0,0,117
Dickie Pecker,9,450,56,108,164,-115,214,60,436,621,798,0,0,84,7252,3,9,12,26,219,2,0,2,5,362,10,7,5027,1,0,1,2,3,0,0,26
Svatoslav Bodnar,9,450,21,142,163,1,581,85,1184,422,230,60,118,588,8801,8,20,28,91,483,0,2,2,0,964,3,1,1,0,0,0,0,1,6,16,3809
Kristoffer Ruud,9,450,32,127,159,6,54,0,172,334,370,0,0,499,8122,11,19,30,114,454,0,0,0,3,892,2,3,0,2,0,1,2,0,0,0,172
